Title,maybe geolocated,type,By,Latitude,Longitude,Well #,County,Reference URL,CONTENTdm number
"Water levels, 1-2 - Page 119",y,water level measurements,Lucas,38.2062669,-104.1938023,"C21-61-23bbb, C21-61-23db",Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12686,12686
"Water levels, 1-2 - Page 120",y,water level measurements,Lucas,38.2097376,-104.1728391,"21-61-24, C21-61-9bb",Pueblo,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12687,12687
"Water levels, 1-2 - Page 121",y,water level measurements,Lucas,38.0216582,-103.4504843,C23-54-27bd,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12688,12688
"Water levels, 1-2 - Page 122",y,water level measurements,Lucas,38.0338956,-103.4704399,"C23-54-21cb, C23-54-22bc",Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12689,12689
"Water levels, 1-2 - Page 123",y,water level measurements,Lucas,38.0012016,-103.5212946,C23-55-36bc,Otero,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12690,12690
"Water levels, 1-2 - Page 124",y,water level measurements,Lucas,38.7607095,-104.7477722,"C15-66-11cbd, C15-66-14abd",El Paso,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12691,12691
"Water levels, 1-2 - Page 125",y,water level measurements,Lucas,38.7227847,-104.7216797,"C15-66-25aaa, C16-65-16bb",El Paso,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12692,12692
"Water levels, 1-2 - Page 126",y,water level measurements,Lucas,40.1239439,-104.4235906,"B2-63-32aa, B2-63-28ddd",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12693,12693
"Water levels, 1-2 - Page 127",y,water level measurements,Lucas,40.0887428,-104.4313574,"B2-63-34ccc, B1-63-3ccc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12694,12694
"Water levels, 1-2 - Page 128",y,water level measurements,Lucas,40.0659848,-104.4422516,"B1-63-9dd, B1-63-28abb",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12695,12695
"Water levels, 1-2 - Page 129",y,water level measurements,Lucas,40.0225254,-104.4236588,"B1-63-27dc, B1-63-22ddc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12696,12696
"Water levels, 1-2 - Page 130",y,water level measurements,Lucas,40.0515555,-104.4235351,"B1-63-15dc, B1-63-10cdd",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12697,12697
"Water levels, 1-2 - Page 131",y,water level measurements,Lucas,40.0741637,-104.4127321,"B1-63-2ccc, 1-63-14",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12698,12698
"Water levels, 1-2 - Page 132",y,water level measurements,Lucas,40.0739995,-104.3989992,"B1-63-2ddc, B2-63-35dcc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12699,12699
"Water levels, 1-2 - Page 133",y,water level measurements,Lucas,40.0949707,-104.3857681,"B2-63-36bcb, B2-63-25dcc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12700,12700
"Water levels, 1-2 - Page 134",y,water level measurements,Lucas,40.1239439,-104.4235906,"B2-63-22cc, B2-63-22dc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12701,12701
"Water levels, 1-2 - Page 135",y,water level measurements,Lucas,40.1384278,-104.4236338,"B2-63-15dcd, B2-63-23dcc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12702,12702
"Water levels, 1-2 - Page 136",y,water level measurements,Lucas,40.1239541,-104.3667803,"B2-62-19cdc, B2-66-18cbc",Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/12703,12703
Data tabulations - Page 4,y,well map,Lucas,,,39-8-6 NE,Rio Grande,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13093,13093
Data tabulations,y,well map,Lucas,,,41-7-22,Rio Grande,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13097,13097
South Platte - binder 3 (folder 1 of 2) - Page 3,y,observation well data sheet,Lucas,39.8479533,-104.8943281,C2-67-28ccd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13213,13213
South Platte - binder 3 (folder 1 of 2) - Page 4,y,observation well data sheet,Lucas,39.8874797,-104.8705959,C2-67-10dcd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13214,13214
South Platte - binder 3 (folder 1 of 2) - Page 5,y,observation well data sheet,Lucas,39.8558604,-104.9063015,C2-67-20dcd,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13215,13215
South Platte - binder 3 (folder 1 of 2) - Page 6,y,observation well data sheet,Lucas,39.8117667,-104.9271584,C3-67-6dc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13216,13216
South Platte - binder 3 (folder 1 of 2) - Page 8,y,observation well data sheet,Lucas,40.0664788,-104.8056221,B1-66-8bc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13218,13218
South Platte - binder 3 (folder 1 of 2) - Page 9,y,observation well data sheet,Lucas,40.0656412,-104.8201467,B1-66-7dd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13219,13219
South Platte - binder 3 (folder 1 of 2) - Page 10,y,observation well data sheet,Lucas,40.0218963,-104.8130035,B1-66-30ad,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13220,13220
South Platte - binder 3 (folder 1 of 2) - Page 11,y,observation well data sheet,Lucas,39.99869,-104.8184967,B1-66-31dcd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13221,13221
South Platte - binder 3 (folder 1 of 2) - Page 12,y,observation well data sheet,Lucas,39.9741274,-104.8259211,C1-66-7cc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13222,13222
South Platte - binder 3 (folder 1 of 2) - Page 13,y,observation well data sheet,Lucas,39.9615632,-104.8339891,C1-67-13db,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13223,13223
South Platte - binder 3 (folder 1 of 2) - Page 14,y,observation well data sheet,Lucas,39.9425152,-104.8136902,C1-66-19dc,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13224,13224
South Platte - binder 3 (folder 1 of 2) - Page 15,y,observation well data sheet,Lucas,39.9145422,-104.8530006,C1-67-35dcd1,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13225,13225
South Platte - binder 3 (folder 1 of 2) - Page 17,y,observation well data sheet,Lucas,40.4425476,-104.574165,B6-64-32cbb,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13227,13227
South Platte - binder 3 (folder 1 of 2) - Page 18,y,observation well data sheet,Lucas,40.4339476,-104.6068382,B5-65-1aaa,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13228,13228
South Platte - binder 3 (folder 1 of 2) - Page 19,y,observation well data sheet,Lucas,40.3878739,-104.6203136,B5-65-24bbc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13229,13229
South Platte - binder 3 (folder 1 of 2) - Page 20,y,observation well data sheet,Lucas,40.3646617,-104.658165,B5-65-27ccb,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13230,13230
South Platte - binder 3 (folder 1 of 2) - Page 21,y,observation well data sheet,Lucas,40.3712665,-104.6391106,B5-65-26bcc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13231,13231
South Platte - binder 3 (folder 1 of 2) - Page 22,y,observation well data sheet,Lucas,40.3345066,-104.6572208,B4-65-3ccc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13232,13232
South Platte - binder 3 (folder 1 of 2) - Page 23,y,observation well data sheet,Lucas,40.3396098,-104.6984196,B4-65-6da2,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13233,13233
South Platte - binder 3 (folder 1 of 2) - Page 24,y,observation well data sheet,Lucas,40.3111452,-104.6985054,B4-65-18daa,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13234,13234
South Platte - binder 3 (folder 1 of 2) - Page 25,y,observation well data sheet,Lucas,40.2921949,-104.6485949,B4-65-22dcd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13235,13235
South Platte - binder 3 (folder 1 of 2) - Page 26,y,observation well data sheet,Lucas,40.3071854,-104.7185469,B4-66-13dd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13236,13236
South Platte - binder 3 (folder 1 of 2) - Page 27,y,observation well data sheet,Lucas,40.3027344,-104.7327089,B4-66-24bbb,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13237,13237
South Platte - binder 3 (folder 1 of 2) - Page 28,y,observation well data sheet,Lucas,40.2779869,-104.7374296,B4-66-26ddd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13238,13238
South Platte - binder 3 (folder 1 of 2) - Page 29,y,observation well data sheet,Lucas,40.2827062,-104.7635284,B4-66-27add,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13239,13239
South Platte - binder 3 (folder 1 of 2) - Page 30,y,observation well data sheet,Lucas,40.3068908,-104.7554111,B4-66-15ddd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13240,13240
South Platte - binder 3 (folder 1 of 2) - Page 31,y,observation well data sheet,Lucas,40.3167082,-104.7480297,B4-66-14bab1,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13241,13241
South Platte - binder 3 (folder 1 of 2) - Page 32,y,observation well data sheet,Lucas,40.3344739,-104.7508192,B4-66-2ccc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13242,13242
South Platte - binder 3 (folder 1 of 2) - Page 33,y,observation well data sheet,Lucas,40.3308426,-104.7694445,B4-66-10bbc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13243,13243
South Platte - binder 3 (folder 1 of 2) - Page 34,y,observation well data sheet,Lucas,40.306629,-104.7692299,B4-66-15ccc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13244,13244
South Platte - binder 3 (folder 1 of 2) - Page 35,y,observation well data sheet,Lucas,40.2924895,-104.7698307,B4-66-22ccc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13245,13245
South Platte - binder 3 (folder 1 of 2) - Page 36,y,observation well data sheet,Lucas,40.2827062,-104.7635284,B4-66-27ccc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13246,13246
South Platte - binder 3 (folder 1 of 2) - Page 37,y,observation well data sheet,Lucas,40.2789363,-104.7885418,B4-66-28cc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13247,13247
South Platte - binder 3 (folder 1 of 2) - Page 38,y,observation well data sheet,Lucas,40.320013,-104.784379,B4-66-9cdd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13248,13248
South Platte - binder 3 (folder 1 of 2) - Page 39,y,observation well data sheet,Lucas,40.313894,-104.8079395,B4-66-17bcc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13249,13249
South Platte - binder 3 (folder 1 of 2) - Page 40,y,observation well data sheet,Lucas,40.3314969,-104.8069096,B4-66-8bba,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13250,13250
South Platte - binder 3 (folder 1 of 2) - Page 41,y,observation well data sheet,Lucas,40.3197185,-104.852314,B4-67-11dcc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13251,13251
South Platte - binder 3 (folder 1 of 2) - Page 42,y,observation well data sheet,Lucas,40.3197513,-104.8377228,B4-67-12cdc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13252,13252
South Platte - binder 3 (folder 1 of 2) - Page 43,y,observation well data sheet,Lucas,40.2925877,-104.8119736,B4-66-19ddd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13253,13253
South Platte - binder 3 (folder 1 of 2) - Page 44,y,observation well data sheet,Lucas,40.2640051,-104.8163509,B4-66-31dcc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13254,13254
South Platte - binder 3 (folder 1 of 2) - Page 45,y,observation well data sheet,Lucas,40.2245982,-104.8249769,B3-66-18cbc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13255,13255
South Platte - binder 3 (folder 1 of 2) - Page 46,y,observation well data sheet,Lucas,40.1775618,-104.8181534,B3-66-31dcd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13256,13256
South Platte - binder 3 (folder 1 of 2) - Page 47,y,observation well data sheet,Lucas,40.1487009,-104.8133469,B2-66-7ddd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13257,13257
South Platte - binder 3 (folder 1 of 2) - Page 48,y,observation well data sheet,Lucas,40.1258331,-104.8085833,B2-66-20bc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13258,13258
South Platte - binder 3 (folder 1 of 2) - Page 49,y,observation well data sheet,Lucas,40.1043691,-104.8070383,B2-66-29cc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13259,13259
South Platte - binder 3 (folder 1 of 2) - Page 50,y,observation well data sheet,Lucas,40.3110143,-104.836607,B4-67-13cd,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13260,13260
South Platte - binder 3 (folder 1 of 2) - Page 52,y,observation well data sheet,Lucas,40.4138078,-104.53618,B5-64-10dbb,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13262,13262
South Platte - binder 3 (folder 1 of 2) - Page 53,y,observation well data sheet,Lucas,40.4138684,-104.5172713,B5-64-11daa,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13263,13263
South Platte - binder 3 (folder 1 of 2) - Page 54,y,observation well data sheet,Lucas,40.3847895,-104.4981295,B5-64-24aab,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13264,13264
South Platte - binder 3 (folder 1 of 2) - Page 55,y,observation well data sheet,Lucas,40.3703925,-104.4791429,B5-63-30bcb,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13265,13265
South Platte - binder 3 (folder 1 of 2) - Page 56,y,observation well data sheet,Lucas,40.2833479,-104.2161452,B4-61-28bb1,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13266,13266
South Platte - binder 3 (folder 1 of 2) - Page 57,y,observation well data sheet,Lucas,40.2980089,-104.2162839,B4-61-21cbb,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13267,13267
South Platte - binder 3 (folder 1 of 2) - Page 58,y,observation well data sheet,Lucas,40.2936679,-104.2425728,B4-61-20ccc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13268,13268
South Platte - binder 3 (folder 1 of 2) - Page 60,y,observation well data sheet,Lucas,40.306989,-103.910408,B4-58-18dc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13270,13270
South Platte - binder 3 (folder 1 of 2) - Page 61,y,observation well data sheet,Lucas,40.2991014,-103.919034,B4-58-19bc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13271,13271
South Platte - binder 3 (folder 1 of 2) - Page 62,y,observation well data sheet,Lucas,40.2656752,-103.937788,B4-59-36cc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13272,13272
South Platte - binder 3 (folder 1 of 2) - Page 63,y,observation well data sheet,Lucas,40.347558,-103.9688587,B5-59-34cd1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13273,13273
South Platte - binder 3 (folder 1 of 2) - Page 64,y,observation well data sheet,Lucas,40.3447125,-104.0578651,B4-60-2aa1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13274,13274
South Platte - binder 3 (folder 1 of 2) - Page 65,y,observation well data sheet,Lucas,40.3272722,-104.1028239,B4-60-9ab1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13275,13275
South Platte - binder 3 (folder 1 of 2) - Page 66,y,observation well data sheet,Lucas,40.3205693,-104.0525436,B4-60-12cc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13276,13276
South Platte - binder 3 (folder 1 of 2) - Page 67,y,observation well data sheet,Lucas,40.2396596,-103.8966082,B3-58-8bcc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13277,13277
South Platte - binder 3 (folder 1 of 2) - Page 68,y,observation well data sheet,Lucas,40.2425192,-103.8435459,B3-58-11bb,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13278,13278
South Platte - binder 3 (folder 1 of 2) - Page 69,y,observation well data sheet,Lucas,40.2352466,-103.80548,B3-57-7cc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13279,13279
South Platte - binder 3 (folder 1 of 2) - Page 70,y,observation well data sheet,Lucas,40.2734357,-104.0319014,B4-59-31bc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13280,13280
South Platte - binder 3 (folder 1 of 2) - Page 71,y,observation well data sheet,Lucas,40.2938316,-104.0667486,B4-60-23cd1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13281,13281
South Platte - binder 3 (folder 1 of 2) - Page 73,y,observation well data sheet,Lucas,40.2911474,-103.608799,B4-56-23dc1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13283,13283
South Platte - binder 3 (folder 1 of 2) - Page 74,y,observation well data sheet,Lucas,40.3175589,-103.5318089,B4-55-9dcc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13284,13284
South Platte - binder 3 (folder 1 of 2) - Page 75,y,observation well data sheet,Lucas,40.3467404,-103.4838295,B5-55-35ddc,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13285,13285
Kiowa Creek observation wells (folder 2 of 3) - Page 1,y,water level measurements,Lucas,40.0736382,-104.2341614,B1-61-5dcc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13462,13462
Kiowa Creek observation wells (folder 2 of 3) - Page 2,y,well schedule,Lucas,40.0736382,-104.2341614,B1-61-5dcc,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13463,13463
Kiowa Creek observation wells (folder 2 of 3) - Page 3,y,water level measurements,Lucas,40.0514972,-104.2727813,B1-62-13add,Weld,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/13464,13464
